user_id,gender,age,age_group,body_type,region,past_purchase_history,browsing_data,accessory_type,season,footwear_type,brand,color,style,outfit_id
209,Male,47,senior,Average,South,"['pant', 'shirt']",ProductD,belt,Spring,sneakers,BrandB,Red,Sporty,209
210,Other,56,middle-aged,Slim,North,"['jacket', 'shoe', 'pant', 'shirt', 'hat']",ProductA,necklace,Summer,flats,BrandA,Green,Formal,210
211,Male,16,senior,Slim,East,"['pant', 'shoe', 'jacket']",ProductB,necklace,Winter,sneakers,BrandB,Blue,Elegant,211
212,Other,58,senior,Heavy,North,"['hat', 'jacket', 'shoe', 'shirt', 'pant']",ProductA,sunglasses,Spring,sneakers,BrandC,Black,Sporty,212
213,Female,19,senior,Slim,South,"['shoe', 'pant']",ProductE,sunglasses,Summer,sneakers,BrandA,Blue,Casual,213
214,Female,69,middle-aged,Average,West,"['shoe', 'jacket']",ProductD,belt,Summer,flats,BrandB,Blue,Formal,214
215,Female,67,young,Heavy,East,"['jacket', 'shoe']",ProductE,bracelet,Summer,sneakers,BrandC,Black,Sporty,215
216,Male,48,senior,Slim,South,"['jacket', 'shirt']",ProductB,watch,Summer,heels,BrandD,Black,Elegant,216
217,Female,66,middle-aged,Slim,East,"['jacket', 'pant']",ProductA,necklace,Winter,sneakers,BrandD,White,Elegant,217
218,Other,44,young,Heavy,East,"['pant', 'shirt', 'jacket']",ProductE,bracelet,Autumn,flats,BrandB,White,Formal,218
219,Female,39,middle-aged,Average,East,"['hat', 'pant', 'shoe']",ProductB,belt,Summer,sneakers,BrandA,Green,Sporty,219
220,Female,29,middle-aged,Slim,North,"['jacket', 'pant']",ProductB,bracelet,Summer,boots,BrandD,White,Formal,220
221,Female,52,senior,Average,North,"['jacket', 'shoe']",ProductC,watch,Autumn,sneakers,BrandC,Red,Elegant,221
222,Other,53,middle-aged,Athletic,North,"['pant', 'shirt', 'hat', 'shoe', 'jacket']",ProductE,watch,Autumn,heels,BrandA,White,Elegant,222
223,Female,44,senior,Slim,North,"['shoe', 'pant', 'shirt', 'hat', 'jacket']",ProductE,bracelet,Spring,heels,BrandC,White,Elegant,223
224,Other,45,middle-aged,Average,West,"['shoe', 'hat']",ProductE,necklace,Spring,flats,BrandA,Black,Elegant,224
225,Male,46,middle-aged,Athletic,West,"['hat', 'jacket', 'shirt']",ProductD,sunglasses,Summer,flats,BrandB,Red,Sporty,225
226,Male,34,senior,Average,East,"['shirt', 'shoe', 'pant', 'jacket']",ProductB,belt,Summer,boots,BrandD,White,Elegant,226
227,Other,25,young,Average,East,"['pant', 'hat', 'shirt', 'shoe', 'jacket']",ProductC,necklace,Spring,flats,BrandD,Blue,Sporty,227
228,Male,50,middle-aged,Heavy,West,"['shoe', 'shirt']",ProductE,bracelet,Spring,heels,BrandC,Blue,Sporty,228
229,Other,15,middle-aged,Athletic,North,"['pant', 'shirt', 'jacket', 'hat']",ProductE,necklace,Autumn,sandals,BrandA,White,Formal,229
230,Male,52,middle-aged,Athletic,South,"['hat', 'jacket', 'pant', 'shoe']",ProductC,belt,Summer,flats,BrandB,Red,Casual,230
231,Other,20,middle-aged,Slim,South,"['shirt', 'shoe', 'jacket', 'hat', 'pant']",ProductD,belt,Autumn,boots,BrandC,Green,Sporty,231
232,Male,48,senior,Slim,North,['shirt'],ProductC,sunglasses,Spring,sneakers,BrandA,Black,Casual,232
233,Male,17,senior,Heavy,East,"['jacket', 'hat', 'pant']",ProductC,necklace,Winter,boots,BrandB,Blue,Casual,233
234,Other,59,senior,Slim,East,"['shoe', 'pant', 'shirt', 'jacket', 'hat']",ProductA,belt,Summer,sneakers,BrandD,Red,Sporty,234
235,Other,31,young,Athletic,West,"['hat', 'pant']",ProductC,watch,Winter,sneakers,BrandA,Black,Sporty,235
236,Male,51,senior,Heavy,North,"['pant', 'shoe', 'hat', 'jacket', 'shirt']",ProductB,watch,Autumn,heels,BrandC,White,Formal,236
237,Other,70,senior,Average,North,"['shirt', 'pant']",ProductB,sunglasses,Spring,sandals,BrandA,Green,Formal,237
238,Other,35,middle-aged,Average,South,"['hat', 'shirt', 'shoe', 'pant', 'jacket']",ProductA,watch,Autumn,flats,BrandA,Red,Casual,238
239,Male,23,senior,Heavy,North,"['pant', 'shoe', 'jacket', 'shirt']",ProductD,sunglasses,Autumn,sandals,BrandD,Green,Sporty,239
240,Male,49,middle-aged,Average,East,"['jacket', 'shoe', 'shirt']",ProductC,watch,Autumn,sandals,BrandC,Green,Casual,240
241,Male,16,middle-aged,Athletic,South,"['shirt', 'shoe', 'hat', 'jacket', 'pant']",ProductC,necklace,Autumn,sneakers,BrandC,White,Elegant,241
242,Female,40,senior,Average,North,"['pant', 'hat', 'jacket']",ProductE,necklace,Winter,boots,BrandA,White,Casual,242
243,Female,65,young,Heavy,East,"['shoe', 'hat', 'pant', 'jacket', 'shirt']",ProductB,sunglasses,Autumn,sneakers,BrandA,Black,Elegant,243
244,Male,63,young,Average,South,"['hat', 'pant', 'jacket', 'shirt', 'shoe']",ProductC,belt,Winter,boots,BrandA,Red,Formal,244
245,Male,60,middle-aged,Athletic,North,"['hat', 'shoe', 'shirt', 'pant']",ProductA,watch,Winter,sandals,BrandC,Black,Sporty,245
246,Other,62,middle-aged,Slim,North,"['hat', 'jacket', 'shirt', 'shoe', 'pant']",ProductB,watch,Summer,heels,BrandC,Red,Elegant,246
247,Female,15,middle-aged,Slim,South,['pant'],ProductA,necklace,Spring,sandals,BrandA,Blue,Formal,247
248,Male,66,senior,Heavy,East,"['jacket', 'shirt', 'pant']",ProductE,necklace,Autumn,sandals,BrandC,Red,Elegant,248
249,Female,15,middle-aged,Athletic,West,"['shirt', 'shoe', 'hat', 'pant']",ProductC,belt,Winter,sandals,BrandC,Green,Sporty,249
250,Male,59,senior,Slim,South,"['shoe', 'jacket', 'shirt', 'hat']",ProductB,necklace,Autumn,boots,BrandD,Blue,Sporty,250
251,Other,17,middle-aged,Athletic,West,"['shirt', 'jacket', 'pant', 'shoe', 'hat']",ProductD,bracelet,Autumn,sandals,BrandA,Green,Formal,251
252,Male,42,middle-aged,Athletic,East,"['jacket', 'shoe', 'pant', 'shirt']",ProductC,watch,Summer,boots,BrandC,White,Sporty,252
253,Female,68,middle-aged,Athletic,North,"['jacket', 'hat']",ProductA,belt,Spring,sandals,BrandD,Red,Formal,253
254,Female,19,senior,Slim,West,"['hat', 'shoe', 'pant', 'jacket', 'shirt']",ProductB,belt,Autumn,heels,BrandA,Black,Elegant,254
255,Male,35,middle-aged,Athletic,North,['jacket'],ProductE,sunglasses,Autumn,boots,BrandC,Green,Elegant,255
256,Other,30,senior,Athletic,West,"['shirt', 'pant', 'shoe']",ProductD,watch,Summer,sandals,BrandB,White,Casual,256
257,Female,55,middle-aged,Athletic,South,"['jacket', 'pant', 'shirt']",ProductB,necklace,Summer,flats,BrandD,Red,Sporty,257
258,Male,31,middle-aged,Average,South,"['shirt', 'shoe']",ProductB,belt,Spring,flats,BrandB,Red,Sporty,258
259,Male,64,middle-aged,Athletic,North,"['pant', 'shirt', 'jacket']",ProductC,watch,Autumn,sneakers,BrandA,White,Elegant,259
260,Female,30,middle-aged,Heavy,West,['shirt'],ProductD,watch,Autumn,sneakers,BrandA,Red,Casual,260
261,Other,33,senior,Slim,North,"['pant', 'hat']",ProductB,belt,Winter,boots,BrandB,Black,Formal,261
262,Male,46,middle-aged,Heavy,East,['jacket'],ProductE,bracelet,Spring,sandals,BrandA,Green,Formal,262
263,Other,50,middle-aged,Slim,North,"['shirt', 'shoe', 'hat', 'pant', 'jacket']",ProductC,bracelet,Summer,sneakers,BrandC,Red,Casual,263
264,Male,37,middle-aged,Slim,North,"['shoe', 'pant']",ProductB,necklace,Spring,heels,BrandC,White,Formal,264
265,Other,52,middle-aged,Average,East,"['pant', 'hat', 'jacket', 'shoe', 'shirt']",ProductC,bracelet,Spring,heels,BrandA,Green,Elegant,265
266,Female,35,senior,Heavy,East,"['hat', 'shirt', 'shoe', 'pant', 'jacket']",ProductB,belt,Summer,heels,BrandA,Red,Elegant,266
267,Male,59,young,Average,North,"['pant', 'shoe']",ProductE,necklace,Spring,flats,BrandC,Red,Casual,267
268,Female,47,young,Heavy,West,"['jacket', 'pant', 'hat', 'shirt']",ProductA,bracelet,Winter,sandals,BrandD,Black,Casual,268
269,Male,47,young,Slim,South,"['shoe', 'shirt', 'jacket', 'hat']",ProductE,belt,Autumn,sandals,BrandD,Blue,Elegant,269
270,Male,25,senior,Average,North,"['shirt', 'jacket', 'pant', 'hat', 'shoe']",ProductB,belt,Winter,boots,BrandC,Green,Formal,270
271,Other,54,middle-aged,Slim,North,"['shirt', 'hat', 'pant', 'jacket', 'shoe']",ProductA,sunglasses,Winter,heels,BrandC,White,Casual,271
272,Other,64,senior,Average,South,"['pant', 'jacket', 'shoe']",ProductB,sunglasses,Winter,boots,BrandB,Green,Elegant,272
273,Female,31,senior,Heavy,North,['jacket'],ProductD,bracelet,Spring,heels,BrandB,Black,Formal,273
274,Other,18,middle-aged,Average,North,"['shirt', 'jacket', 'shoe', 'hat']",ProductB,bracelet,Autumn,heels,BrandA,White,Casual,274
275,Female,47,young,Average,South,"['hat', 'jacket', 'shirt']",ProductD,watch,Summer,sandals,BrandD,Red,Elegant,275
276,Male,45,middle-aged,Average,South,"['hat', 'jacket', 'shirt', 'shoe', 'pant']",ProductB,watch,Spring,sandals,BrandD,Black,Casual,276
277,Other,53,senior,Athletic,North,"['shoe', 'pant', 'jacket', 'shirt', 'hat']",ProductA,necklace,Autumn,flats,BrandB,Red,Formal,277
278,Male,20,middle-aged,Athletic,East,"['jacket', 'shirt', 'hat']",ProductC,bracelet,Autumn,sneakers,BrandA,Black,Sporty,278
279,Other,68,middle-aged,Heavy,South,"['jacket', 'shoe', 'hat', 'shirt', 'pant']",ProductB,sunglasses,Winter,sneakers,BrandB,White,Elegant,279
280,Female,20,middle-aged,Athletic,North,"['pant', 'shirt', 'shoe']",ProductE,bracelet,Spring,sneakers,BrandD,White,Sporty,280
281,Female,38,senior,Slim,West,"['shirt', 'shoe', 'pant', 'jacket']",ProductB,necklace,Spring,flats,BrandB,Black,Formal,281
282,Female,35,middle-aged,Athletic,South,"['jacket', 'shirt', 'shoe', 'hat', 'pant']",ProductC,watch,Spring,heels,BrandB,Blue,Casual,282
283,Female,19,senior,Slim,West,"['pant', 'hat', 'shirt']",ProductB,belt,Winter,sandals,BrandC,Red,Sporty,283
284,Male,33,young,Average,North,['jacket'],ProductE,bracelet,Summer,flats,BrandA,Black,Formal,284
285,Female,53,middle-aged,Heavy,East,"['shirt', 'hat', 'shoe', 'pant', 'jacket']",ProductE,bracelet,Summer,heels,BrandD,Red,Casual,285
286,Other,17,senior,Slim,North,"['shirt', 'pant', 'jacket', 'hat', 'shoe']",ProductA,belt,Autumn,flats,BrandC,Blue,Casual,286
287,Male,18,senior,Heavy,North,"['hat', 'jacket', 'pant']",ProductD,belt,Winter,flats,BrandD,Black,Formal,287
288,Male,43,young,Heavy,West,"['jacket', 'shirt', 'pant', 'hat', 'shoe']",ProductE,sunglasses,Spring,sneakers,BrandC,Blue,Casual,288
289,Male,56,senior,Slim,North,"['hat', 'shoe']",ProductD,sunglasses,Autumn,flats,BrandD,Green,Sporty,289
290,Female,18,young,Heavy,North,"['shirt', 'shoe', 'pant']",ProductA,belt,Spring,boots,BrandC,Blue,Elegant,290
291,Other,42,senior,Slim,East,"['shirt', 'jacket']",ProductA,watch,Autumn,flats,BrandD,Green,Elegant,291
292,Male,69,senior,Athletic,North,"['pant', 'hat', 'shoe', 'jacket']",ProductD,sunglasses,Spring,sandals,BrandD,Blue,Casual,292
293,Male,56,middle-aged,Average,West,"['pant', 'jacket']",ProductA,bracelet,Summer,heels,BrandA,Green,Sporty,293
294,Female,34,senior,Slim,East,"['jacket', 'shoe', 'shirt', 'hat']",ProductB,bracelet,Autumn,boots,BrandC,Blue,Formal,294
295,Female,44,middle-aged,Slim,North,"['shirt', 'shoe', 'pant']",ProductB,bracelet,Summer,sandals,BrandB,Red,Formal,295
296,Other,17,senior,Average,North,"['shirt', 'shoe', 'pant']",ProductC,sunglasses,Summer,heels,BrandD,Red,Elegant,296
297,Male,52,young,Athletic,South,"['pant', 'shoe', 'shirt', 'hat']",ProductA,bracelet,Autumn,sneakers,BrandB,Green,Elegant,297
298,Other,44,young,Slim,East,"['hat', 'pant', 'shoe', 'shirt', 'jacket']",ProductD,necklace,Winter,boots,BrandC,Blue,Elegant,298
299,Other,64,senior,Average,East,"['shoe', 'hat', 'pant', 'jacket', 'shirt']",ProductC,necklace,Autumn,flats,BrandC,Blue,Elegant,299
300,Other,21,middle-aged,Average,West,"['shirt', 'jacket']",ProductB,belt,Autumn,boots,BrandA,Black,Formal,300
301,Female,36,middle-aged,Slim,West,"['pant', 'shoe']",ProductA,belt,Spring,flats,BrandC,Black,Sporty,301
302,Female,64,middle-aged,Athletic,West,"['jacket', 'shirt', 'pant', 'hat', 'shoe']",ProductB,necklace,Autumn,sneakers,BrandA,Black,Casual,302
303,Male,22,senior,Athletic,West,"['hat', 'pant', 'jacket', 'shirt']",ProductE,sunglasses,Summer,boots,BrandA,Green,Casual,303
304,Other,39,senior,Slim,South,['pant'],ProductA,necklace,Summer,flats,BrandC,Green,Formal,304
305,Other,50,middle-aged,Average,West,"['hat', 'shoe', 'pant']",ProductD,watch,Winter,heels,BrandA,Green,Casual,305
306,Male,33,senior,Average,South,"['jacket', 'shoe', 'pant', 'hat']",ProductE,necklace,Summer,boots,BrandB,Blue,Sporty,306
307,Male,52,senior,Athletic,North,"['jacket', 'shoe', 'shirt']",ProductD,bracelet,Winter,boots,BrandC,Red,Formal,307
308,Other,31,middle-aged,Heavy,West,"['hat', 'shoe']",ProductA,sunglasses,Winter,flats,BrandA,Red,Sporty,308
309,Other,18,senior,Average,West,"['pant', 'shoe']",ProductD,belt,Spring,boots,BrandA,Green,Formal,309
310,Female,40,senior,Athletic,East,"['shirt', 'shoe']",ProductC,sunglasses,Winter,heels,BrandB,White,Sporty,310
311,Female,36,middle-aged,Slim,South,"['jacket', 'shirt']",ProductA,bracelet,Winter,sandals,BrandA,Red,Casual,311
312,Other,37,middle-aged,Average,North,"['pant', 'shirt', 'shoe', 'hat']",ProductC,watch,Autumn,sandals,BrandD,Red,Casual,312
313,Female,58,middle-aged,Heavy,North,"['shoe', 'shirt', 'hat', 'jacket', 'pant']",ProductA,belt,Autumn,boots,BrandB,Green,Sporty,313
314,Other,48,middle-aged,Slim,West,['shirt'],ProductA,necklace,Spring,boots,BrandD,Black,Formal,314
315,Other,17,young,Slim,West,"['shoe', 'pant', 'hat', 'jacket']",ProductC,necklace,Autumn,sandals,BrandB,Black,Sporty,315
316,Male,48,young,Slim,South,"['shoe', 'pant']",ProductD,bracelet,Summer,flats,BrandB,White,Sporty,316
317,Other,21,young,Heavy,South,"['shirt', 'jacket', 'shoe', 'pant', 'hat']",ProductA,watch,Winter,sandals,BrandB,White,Formal,317
318,Female,69,middle-aged,Average,East,"['hat', 'shirt']",ProductA,belt,Autumn,flats,BrandA,Blue,Sporty,318
319,Female,33,young,Athletic,North,"['hat', 'shoe']",ProductC,bracelet,Summer,boots,BrandA,Blue,Casual,319
320,Female,49,middle-aged,Athletic,West,['hat'],ProductE,sunglasses,Spring,boots,BrandC,Blue,Formal,320
321,Male,59,middle-aged,Heavy,South,['hat'],ProductC,bracelet,Winter,sneakers,BrandD,Blue,Sporty,321
322,Male,19,senior,Athletic,North,"['jacket', 'shirt', 'pant', 'hat']",ProductD,bracelet,Winter,flats,BrandC,White,Formal,322
323,Other,28,senior,Average,West,"['pant', 'shoe', 'hat']",ProductB,bracelet,Autumn,heels,BrandA,Green,Elegant,323
324,Other,45,middle-aged,Slim,South,"['shoe', 'pant']",ProductC,watch,Summer,flats,BrandB,Green,Formal,324
325,Male,49,middle-aged,Heavy,East,['pant'],ProductA,necklace,Spring,sandals,BrandA,Blue,Casual,325
326,Other,49,senior,Average,West,"['jacket', 'shirt', 'shoe', 'pant', 'hat']",ProductD,sunglasses,Spring,boots,BrandC,Blue,Elegant,326
327,Other,15,middle-aged,Average,East,"['shoe', 'jacket', 'pant', 'shirt', 'hat']",ProductE,necklace,Spring,sandals,BrandB,Red,Elegant,327
328,Female,38,senior,Athletic,South,"['jacket', 'hat', 'pant']",ProductA,necklace,Autumn,sandals,BrandD,Blue,Sporty,328
329,Other,22,young,Average,North,"['pant', 'hat', 'shirt', 'jacket', 'shoe']",ProductB,watch,Autumn,sandals,BrandA,Blue,Formal,329
330,Male,62,senior,Slim,South,"['pant', 'hat', 'shoe', 'shirt', 'jacket']",ProductE,sunglasses,Autumn,boots,BrandA,Black,Sporty,330
331,Other,31,senior,Athletic,East,"['hat', 'pant', 'shirt']",ProductA,watch,Winter,sneakers,BrandB,Green,Sporty,331
332,Female,34,senior,Slim,West,['jacket'],ProductC,sunglasses,Autumn,sneakers,BrandB,Black,Casual,332
333,Female,61,senior,Heavy,North,['jacket'],ProductB,belt,Winter,flats,BrandB,Green,Sporty,333
334,Female,28,senior,Average,North,['shoe'],ProductE,bracelet,Winter,flats,BrandC,Red,Elegant,334
335,Female,57,middle-aged,Slim,North,"['shirt', 'shoe', 'pant', 'jacket']",ProductD,watch,Spring,boots,BrandB,Red,Elegant,335
336,Other,44,young,Slim,East,"['pant', 'jacket']",ProductC,bracelet,Autumn,flats,BrandA,Red,Casual,336
337,Female,50,senior,Heavy,North,"['hat', 'shirt']",ProductD,bracelet,Autumn,flats,BrandD,Red,Elegant,337
338,Other,42,middle-aged,Slim,West,"['hat', 'shirt', 'shoe']",ProductC,sunglasses,Summer,boots,BrandA,Red,Sporty,338
339,Other,66,middle-aged,Heavy,North,"['shoe', 'hat', 'pant', 'shirt', 'jacket']",ProductA,necklace,Autumn,sneakers,BrandC,Green,Elegant,339
340,Female,24,senior,Athletic,South,"['shirt', 'jacket']",ProductB,watch,Spring,sneakers,BrandD,Green,Sporty,340
341,Female,36,senior,Heavy,East,"['hat', 'shoe', 'pant', 'jacket']",ProductD,necklace,Winter,heels,BrandA,Green,Elegant,341
342,Other,34,senior,Slim,West,['jacket'],ProductE,bracelet,Winter,flats,BrandA,Green,Elegant,342
343,Male,40,middle-aged,Athletic,North,"['jacket', 'shoe', 'shirt', 'hat', 'pant']",ProductB,sunglasses,Autumn,boots,BrandA,Red,Sporty,343
344,Male,46,middle-aged,Heavy,North,['jacket'],ProductA,watch,Summer,sandals,BrandC,Black,Sporty,344
345,Female,61,middle-aged,Heavy,East,"['shoe', 'jacket', 'pant', 'shirt']",ProductB,bracelet,Winter,sneakers,BrandA,Black,Casual,345
346,Male,26,middle-aged,Slim,South,"['jacket', 'shirt']",ProductE,watch,Summer,flats,BrandA,Black,Casual,346
347,Male,17,middle-aged,Athletic,East,['pant'],ProductC,sunglasses,Spring,sandals,BrandC,White,Formal,347
348,Female,30,senior,Average,North,"['hat', 'jacket', 'shirt']",ProductD,bracelet,Winter,boots,BrandB,Black,Formal,348
349,Other,51,young,Slim,South,"['pant', 'shoe', 'shirt', 'jacket', 'hat']",ProductC,belt,Autumn,flats,BrandC,Black,Sporty,349
350,Female,70,senior,Athletic,North,"['shoe', 'hat', 'shirt']",ProductA,sunglasses,Spring,sneakers,BrandA,White,Sporty,350
351,Other,47,middle-aged,Average,West,"['shoe', 'pant']",ProductB,watch,Autumn,flats,BrandD,Black,Sporty,351
352,Other,40,young,Heavy,West,"['pant', 'shoe', 'shirt', 'hat']",ProductC,sunglasses,Winter,boots,BrandB,Blue,Sporty,352
353,Female,54,senior,Average,West,"['jacket', 'pant']",ProductC,watch,Autumn,flats,BrandA,Red,Casual,353
354,Male,35,middle-aged,Average,North,"['hat', 'jacket']",ProductB,bracelet,Autumn,heels,BrandB,Black,Sporty,354
355,Male,62,middle-aged,Athletic,West,"['hat', 'shoe', 'shirt', 'pant']",ProductE,belt,Summer,sandals,BrandA,Blue,Formal,355
356,Male,68,senior,Heavy,West,"['hat', 'pant']",ProductC,sunglasses,Autumn,flats,BrandC,Green,Formal,356
357,Other,53,middle-aged,Average,North,"['shirt', 'pant', 'jacket', 'hat', 'shoe']",ProductD,watch,Spring,heels,BrandA,Green,Elegant,357
358,Female,28,middle-aged,Heavy,East,"['shirt', 'hat', 'shoe']",ProductC,belt,Winter,sneakers,BrandA,Green,Elegant,358
359,Female,49,middle-aged,Athletic,South,"['jacket', 'shirt', 'pant', 'shoe', 'hat']",ProductA,sunglasses,Winter,heels,BrandD,Green,Sporty,359
360,Female,15,middle-aged,Athletic,South,"['shoe', 'jacket', 'pant', 'hat', 'shirt']",ProductA,sunglasses,Spring,flats,BrandA,Blue,Elegant,360
361,Other,34,middle-aged,Average,East,['shoe'],ProductD,sunglasses,Summer,sandals,BrandC,Blue,Sporty,361
362,Female,36,middle-aged,Average,West,"['shirt', 'pant']",ProductE,belt,Autumn,boots,BrandA,Green,Elegant,362
363,Female,32,senior,Average,South,"['shirt', 'pant', 'hat']",ProductD,necklace,Summer,boots,BrandB,White,Sporty,363
364,Male,56,senior,Heavy,East,"['pant', 'shoe', 'hat', 'shirt', 'jacket']",ProductA,bracelet,Spring,heels,BrandD,Black,Formal,364
365,Female,61,middle-aged,Average,North,"['shirt', 'jacket', 'hat', 'shoe', 'pant']",ProductC,sunglasses,Summer,flats,BrandB,White,Formal,365
366,Other,62,young,Slim,South,"['pant', 'hat', 'shoe', 'shirt']",ProductB,bracelet,Autumn,sandals,BrandB,Black,Formal,366
367,Male,21,middle-aged,Athletic,West,"['pant', 'shirt', 'shoe']",ProductE,bracelet,Summer,sneakers,BrandD,Green,Elegant,367
368,Female,37,senior,Athletic,East,"['pant', 'hat', 'shirt', 'shoe']",ProductC,sunglasses,Autumn,heels,BrandD,Red,Elegant,368
369,Other,32,senior,Heavy,South,"['hat', 'jacket', 'shoe', 'shirt', 'pant']",ProductC,belt,Autumn,sneakers,BrandC,White,Formal,369
370,Male,39,senior,Heavy,South,['hat'],ProductE,watch,Spring,sneakers,BrandC,Blue,Elegant,370
371,Male,54,senior,Average,North,"['hat', 'shoe', 'shirt']",ProductD,sunglasses,Spring,heels,BrandB,Green,Formal,371
372,Female,50,middle-aged,Athletic,North,"['pant', 'hat', 'shirt', 'shoe']",ProductC,sunglasses,Winter,boots,BrandD,Green,Casual,372
373,Female,58,young,Heavy,West,"['pant', 'shirt']",ProductB,belt,Winter,sneakers,BrandD,Black,Sporty,373
374,Other,54,senior,Average,West,"['pant', 'jacket']",ProductE,necklace,Winter,heels,BrandB,Black,Formal,374
375,Other,29,middle-aged,Athletic,North,"['shirt', 'pant']",ProductE,watch,Summer,boots,BrandD,Red,Elegant,375
376,Female,56,middle-aged,Heavy,West,"['jacket', 'hat']",ProductC,belt,Autumn,heels,BrandC,Red,Sporty,376
377,Other,23,middle-aged,Slim,East,"['hat', 'shoe', 'jacket']",ProductB,sunglasses,Winter,heels,BrandD,Black,Sporty,377
378,Female,25,middle-aged,Average,South,"['pant', 'shoe', 'hat']",ProductA,necklace,Spring,heels,BrandA,Green,Casual,378
379,Other,25,senior,Heavy,East,"['hat', 'shoe', 'jacket', 'shirt']",ProductA,necklace,Autumn,flats,BrandB,Black,Casual,379
380,Female,50,middle-aged,Heavy,East,"['shoe', 'shirt', 'pant', 'hat']",ProductC,bracelet,Autumn,boots,BrandB,Red,Sporty,380
381,Male,18,young,Athletic,East,"['shirt', 'jacket', 'hat']",ProductE,necklace,Autumn,sneakers,BrandA,White,Casual,381
382,Female,15,young,Average,North,['shirt'],ProductC,bracelet,Summer,heels,BrandC,White,Casual,382
383,Male,47,senior,Athletic,West,"['hat', 'shoe', 'jacket', 'shirt']",ProductC,bracelet,Autumn,sandals,BrandA,Green,Casual,383
384,Other,22,young,Heavy,East,"['pant', 'hat', 'shoe']",ProductE,watch,Winter,boots,BrandC,Green,Formal,384
385,Other,65,middle-aged,Slim,North,"['pant', 'shoe', 'shirt', 'jacket', 'hat']",ProductA,belt,Autumn,heels,BrandD,Black,Formal,385
386,Male,17,young,Heavy,East,['pant'],ProductE,belt,Autumn,heels,BrandD,Blue,Formal,386
387,Male,20,young,Average,West,['shoe'],ProductC,sunglasses,Winter,sandals,BrandB,Black,Elegant,387
388,Female,42,middle-aged,Athletic,West,"['pant', 'shirt', 'shoe', 'jacket']",ProductB,sunglasses,Summer,sneakers,BrandB,Blue,Formal,388
389,Other,60,senior,Slim,North,['jacket'],ProductA,bracelet,Winter,heels,BrandD,White,Casual,389
390,Other,54,senior,Athletic,West,"['pant', 'shoe']",ProductA,watch,Summer,heels,BrandB,Red,Casual,390
391,Other,65,middle-aged,Average,East,"['shirt', 'hat', 'shoe', 'pant', 'jacket']",ProductD,sunglasses,Autumn,flats,BrandC,Blue,Elegant,391
392,Male,60,senior,Average,South,['hat'],ProductC,necklace,Autumn,sandals,BrandC,Green,Elegant,392
393,Male,69,senior,Athletic,North,"['jacket', 'shirt', 'shoe', 'pant']",ProductE,belt,Winter,sneakers,BrandC,White,Formal,393
394,Male,49,senior,Average,East,"['hat', 'pant', 'shoe', 'jacket', 'shirt']",ProductB,sunglasses,Autumn,heels,BrandD,White,Casual,394
395,Other,61,middle-aged,Athletic,South,"['shoe', 'jacket', 'pant', 'hat']",ProductA,bracelet,Winter,sandals,BrandA,White,Sporty,395
396,Other,15,middle-aged,Slim,South,"['shirt', 'shoe', 'jacket', 'pant', 'hat']",ProductC,belt,Winter,boots,BrandA,White,Formal,396
397,Male,42,middle-aged,Average,East,"['pant', 'hat']",ProductC,bracelet,Autumn,sandals,BrandD,White,Sporty,397
398,Male,64,middle-aged,Athletic,West,"['shirt', 'hat', 'jacket', 'shoe']",ProductA,bracelet,Winter,sandals,BrandB,Red,Formal,398
399,Female,63,senior,Heavy,West,"['jacket', 'shoe']",ProductE,sunglasses,Autumn,heels,BrandB,Green,Sporty,399
400,Other,18,senior,Athletic,North,"['shoe', 'hat', 'jacket', 'shirt']",ProductC,bracelet,Spring,boots,BrandD,White,Sporty,400
401,Male,52,middle-aged,Athletic,East,"['jacket', 'shoe', 'shirt']",ProductC,belt,Summer,sneakers,BrandA,Black,Elegant,401
402,Female,43,senior,Average,South,"['shirt', 'shoe', 'hat', 'pant', 'jacket']",ProductD,necklace,Winter,sandals,BrandC,Red,Casual,402
403,Male,57,young,Athletic,West,"['shirt', 'pant', 'jacket']",ProductA,belt,Winter,heels,BrandC,Black,Sporty,403
404,Female,63,senior,Athletic,East,"['shoe', 'hat', 'shirt']",ProductA,sunglasses,Winter,flats,BrandC,Blue,Formal,404
405,Male,45,senior,Heavy,West,"['jacket', 'shoe', 'hat']",ProductE,belt,Summer,boots,BrandA,White,Formal,405
406,Other,61,senior,Average,West,"['jacket', 'pant', 'shoe']",ProductA,belt,Summer,sandals,BrandA,Black,Formal,406
407,Other,42,middle-aged,Slim,South,"['hat', 'shirt', 'jacket']",ProductB,sunglasses,Spring,heels,BrandA,Blue,Formal,407
408,Female,69,middle-aged,Heavy,South,['jacket'],ProductB,necklace,Spring,sneakers,BrandA,White,Casual,408
409,Female,23,senior,Slim,South,"['shirt', 'hat', 'shoe', 'jacket']",ProductE,necklace,Winter,flats,BrandA,White,Sporty,409
410,Male,21,young,Athletic,North,"['hat', 'shoe']",ProductE,bracelet,Winter,flats,BrandB,Black,Sporty,410
411,Male,49,middle-aged,Heavy,North,"['shirt', 'pant', 'hat', 'jacket', 'shoe']",ProductA,belt,Winter,flats,BrandA,White,Sporty,411
412,Female,36,middle-aged,Slim,West,"['shirt', 'pant', 'hat', 'jacket', 'shoe']",ProductB,watch,Summer,flats,BrandA,Black,Elegant,412
413,Female,16,middle-aged,Slim,East,['jacket'],ProductA,watch,Spring,flats,BrandB,White,Casual,413
